unit_id,orderID,variant,first_arrival_time_s,start_time_s,completion_time_s,flow_time_s,active_flow_time_s,time_spent_producing,throughput_efficiency,Attempts,route_taken
U1032,42,FUSE0,0.0,0.0,558.3,558.3,558.3,271.3,0.485939,1,p:1.1.1.1.2.2
U1033,42,FUSE0,0.0,0.0,618.3,618.3,618.3,271.3,0.438784,1,p:2.1.2.1.2.2
U1034,42,FUSE0,0.0,6.6,684.9,684.9,684.9,271.3,0.396116,1,p:1.2.3.1.2.2
U1035,42,FUSE0,0.0,6.6,708.7,708.7,708.7,271.3,0.382814,1,p:2.1.4.1.2.2
U1036,42,FUSE0,0.0,13.2,775.3,775.3,775.3,271.3,0.349929,1,p:1.2.5.1.2.2
U1037,42,FUSE0,0.0,13.2,801.9,801.9,801.9,271.3,0.338321,1,p:2.1.1.1.2.2
U1038,42,FUSE0,0.0,19.8,861.9,861.9,861.9,271.3,0.31477,1,p:1.2.2.1.2.2
U1039,42,FUSE0,0.0,19.8,928.5,928.5,928.5,271.3,0.292192,1,p:2.1.3.1.2.2
U1040,42,FUSE1,0.0,26.4,1014.3,1014.3,1014.3,333.3,0.328601,1,p:1.2.4.1.2.2
U1041,42,FUSE1,0.0,26.4,1080.9,1080.9,1080.9,333.3,0.308354,1,p:2.1.5.1.2.2
U1042,42,FUSE1,0.0,33.0,1107.5,1107.5,1107.5,333.3,0.300948,1,p:1.2.1.1.2.2
U1043,42,FUSE1,0.0,33.0,1167.5,1167.5,1167.5,333.3,0.285482,1,p:2.1.2.1.2.2
U1044,42,FUSE1,0.0,39.6,1234.1,1234.1,1234.1,333.3,0.270075,1,p:1.2.3.1.2.2
U1045,42,FUSE1,0.0,39.6,1319.9,1319.9,1319.9,333.3,0.252519,1,p:2.1.4.1.2.2
U1046,42,FUSE1,0.0,46.2,1386.5,1386.5,1386.5,333.3,0.240389,1,p:1.2.5.1.2.2
U1047,42,FUSE1,0.0,46.2,1413.1,1413.1,1413.1,333.3,0.235864,1,p:2.1.1.1.2.2
U1048,42,FUSE2,589.6,589.6,1505.5,915.9,915.9,365.7,0.399279,1,p:1.1.2.1.2.2
U1049,42,FUSE2,649.6,649.6,1572.1,922.5,922.5,365.7,0.396423,1,p:2.1.3.1.2.2
U1050,42,FUSE2,716.2,716.2,1657.9,941.7,941.7,365.7,0.38834,1,p:1.1.4.1.2.2
U1051,42,FUSE2,740.0,740.0,1724.5,984.5,984.5,365.7,0.371458,1,p:2.1.5.1.2.2
U1052,42,FUSE2,806.6,806.6,1751.1,944.5,944.5,365.7,0.387189,1,p:1.1.1.1.2.2
U1053,42,FUSE2,833.2,833.2,1843.5,1010.3,1010.3,365.7,0.361972,1,p:2.1.2.1.2.2
U1054,42,FUSE2,893.2,893.2,1910.1,1016.9,1016.9,365.7,0.359622,1,p:1.1.3.1.2.2
U6528,262,FUSE0,959.8,959.8,1901.5,941.7,941.7,271.3,0.288096,1,p:2.1.4.1.2.2
U6529,262,FUSE0,1045.6,1045.6,1968.1,922.5,922.5,271.3,0.294092,1,p:1.1.5.1.2.2
U6530,262,FUSE0,1112.2,1112.2,1994.7,882.5,882.5,271.3,0.307422,1,p:2.1.1.1.2.2
U6531,262,FUSE0,1138.8,1138.8,2087.1,948.3,948.3,271.3,0.286091,1,p:1.1.2.1.2.2
U6532,262,FUSE0,1198.8,1198.8,2145.1,946.3,946.3,271.3,0.286696,1,p:2.1.4.1.2.2
U6533,262,FUSE0,1265.4,1265.4,2153.7,888.3,888.3,271.3,0.305415,1,p:1.1.3.1.2.2
U6534,262,FUSE0,1351.2,1351.2,2211.7,860.5,860.5,271.3,0.315282,1,p:2.1.5.1.2.2
U6535,262,FUSE0,1417.8,1417.8,2238.3,820.5,820.5,271.3,0.330652,1,p:1.1.1.1.2.2
U6536,262,FUSE1,1444.4,1444.4,2392.7,948.3,948.3,333.3,0.351471,1,p:2.1.2.1.2.2
U6537,262,FUSE1,1536.8,1536.8,2450.7,913.9,913.9,333.3,0.364701,1,p:1.1.4.1.2.2
U6538,262,FUSE1,1603.4,1603.4,2459.3,855.9,855.9,333.3,0.389415,1,p:2.1.3.1.2.2
U6539,262,FUSE1,1689.2,1689.2,2517.3,828.1,828.1,333.3,0.402488,1,p:1.1.5.1.2.2
U6540,262,FUSE1,1755.8,1755.8,2543.9,788.1,788.1,333.3,0.422916,1,p:2.1.1.1.2.2
U6541,262,FUSE1,1782.4,1782.4,2698.3,915.9,915.9,333.3,0.363904,1,p:1.1.2.1.2.2
U6542,262,FUSE1,1874.8,1874.8,2756.3,881.5,881.5,333.3,0.378106,1,p:2.1.4.1.2.2
U6543,262,FUSE1,1932.8,1932.8,2764.9,832.1,832.1,333.3,0.400553,1,p:1.1.3.1.2.2
