unit_seq,order_id,unit_id,variant,route_id
1,144,U3582,FUSE0,p:1.1.1.1.3.2
2,144,U3583,FUSE0,p:2.2.2.1.2.2
3,144,U3584,FUSE0,p:1.3.3.1.1.2
4,144,U3585,FUSE0,p:2.1.4.2.2.1
5,144,U3586,FUSE0,p:1.2.1.1.3.2
6,144,U3587,FUSE0,p:2.3.2.2.3.1
7,144,U3588,FUSE0,p:1.1.5.1.2.2
8,144,U3589,FUSE0,p:2.2.3.2.1.1
9,144,U3590,FUSE1,p:1.3.1.1.3.2
10,144,U3591,FUSE1,p:2.1.4.2.2.1
11,144,U3592,FUSE1,p:1.2.2.1.1.2
12,144,U3593,FUSE1,p:2.3.3.1.3.1
13,144,U3594,FUSE1,p:1.1.5.2.2.2
14,144,U3595,FUSE1,p:2.2.1.1.1.1
15,144,U3596,FUSE1,p:1.3.2.2.3.2
16,144,U3597,FUSE1,p:2.1.4.1.2.1
17,144,U3598,FUSE2,p:1.2.3.1.3.2
18,144,U3599,FUSE2,p:2.3.5.1.2.1
19,144,U3600,FUSE2,p:1.1.1.2.1.2
20,144,U3601,FUSE2,p:2.2.2.2.3.2
21,144,U3602,FUSE2,p:1.3.4.1.1.1
22,144,U3603,FUSE2,p:2.1.3.2.2.2
23,144,U3604,FUSE2,p:1.2.5.1.3.1
24,144,U3605,FUSE2,p:2.3.1.2.1.2
25,144,U3606,FUSE2,p:1.1.2.2.3.2
26,5,U105,FUSE0,p:2.2.4.1.2.1
27,5,U106,FUSE0,p:1.3.3.1.1.2
28,5,U107,FUSE0,p:2.1.5.2.2.1
29,5,U108,FUSE0,p:1.2.1.1.3.2
30,5,U109,FUSE0,p:2.3.4.2.1.1
31,5,U110,FUSE0,p:1.1.2.1.2.2
32,5,U111,FUSE0,p:2.2.3.2.3.1
33,5,U112,FUSE1,p:1.3.5.1.1.2
34,5,U113,FUSE1,p:2.1.1.2.2.1
35,5,U114,FUSE1,p:1.2.4.1.3.2
36,5,U115,FUSE1,p:2.3.2.2.1.1
37,5,U116,FUSE1,p:1.1.3.1.2.2
38,5,U117,FUSE1,p:2.2.5.2.3.1
39,5,U118,FUSE1,p:1.3.1.1.1.2
40,5,U119,FUSE2,p:2.1.4.2.2.1
41,5,U120,FUSE2,p:1.2.2.1.3.2
42,5,U121,FUSE2,p:2.3.3.2.1.1
43,5,U122,FUSE2,p:1.1.5.1.2.2
44,5,U123,FUSE2,p:2.2.1.2.3.1
45,5,U124,FUSE2,p:1.3.4.2.2.1
