unit_seq,order_id,unit_id,variant,route_id
1,364,E001,FUSE0,0
2,364,E002,FUSE0,0
3,364,E003,FUSE0,0
4,364,E004,FUSE0,0
5,364,E005,FUSE0,0
6,364,E006,FUSE0,0
7,364,E007,FUSE0,0
8,364,E008,FUSE0,0
9,364,E009,FUSE0,0
10,364,E010,FUSE1,0
11,364,E011,FUSE1,0
12,364,E012,FUSE1,0
13,364,E013,FUSE1,0
14,364,E014,FUSE1,0
15,364,E015,FUSE1,0
16,364,E016,FUSE1,0
17,364,E017,FUSE1,0
18,364,E018,FUSE1,0
19,364,E019,FUSE1,0
20,364,E020,FUSE2,0
21,364,E021,FUSE2,0
22,364,E022,FUSE2,0
23,364,E023,FUSE2,0
24,364,E024,FUSE2,0
25,364,E025,FUSE2,0
26,364,E026,FUSE2,0
27,364,E027,FUSE2,0
28,364,E028,FUSE2,0
29,364,E029,FUSE2,0
30,367,E030,FUSE0,0
31,367,E031,FUSE0,0
32,367,E032,FUSE0,0
33,367,E033,FUSE0,0
34,367,E034,FUSE0,0
35,367,E035,FUSE0,0
36,367,E036,FUSE0,0
37,367,E037,FUSE0,0
38,367,E038,FUSE0,0
39,367,E039,FUSE0,0
40,367,E040,FUSE1,0
41,367,E041,FUSE1,0
42,367,E042,FUSE1,0
43,367,E043,FUSE1,0
44,367,E044,FUSE1,0
45,367,E045,FUSE1,0
46,367,E046,FUSE1,0
47,367,E047,FUSE1,0
48,367,E048,FUSE1,0
49,367,E049,FUSE1,0
50,367,E050,FUSE2,0
51,367,E051,FUSE2,0
52,367,E052,FUSE2,0
53,367,E053,FUSE2,0
54,367,E054,FUSE2,0
55,367,E055,FUSE2,0
56,367,E056,FUSE2,0
57,367,E057,FUSE2,0
58,367,E058,FUSE2,0
59,367,E059,FUSE2,0
60,367,E060,FUSE2,0
61,351,E061,FUSE0,0
62,351,E062,FUSE0,0
63,351,E063,FUSE0,0
64,351,E064,FUSE0,0
65,351,E065,FUSE0,0
66,351,E066,FUSE0,0
67,351,E067,FUSE0,0
68,351,E068,FUSE0,0
69,351,E069,FUSE0,0
70,351,E070,FUSE0,0
71,351,E071,FUSE0,0
72,351,E072,FUSE1,0
73,351,E073,FUSE1,0
74,351,E074,FUSE1,0
75,351,E075,FUSE1,0
76,351,E076,FUSE1,0
77,351,E077,FUSE1,0
78,351,E078,FUSE1,0
79,351,E079,FUSE1,0
80,351,E080,FUSE1,0
81,351,E081,FUSE1,0
82,351,E082,FUSE1,0
83,351,E083,FUSE1,0
84,351,E084,FUSE2,0
85,351,E085,FUSE2,0
86,351,E086,FUSE2,0
87,351,E087,FUSE2,0
88,351,E088,FUSE2,0
89,351,E089,FUSE2,0
90,351,E090,FUSE2,0
91,351,E091,FUSE2,0
92,351,E092,FUSE2,0
93,351,E093,FUSE2,0
94,365,E094,FUSE0,0
95,365,E095,FUSE0,0
96,365,E096,FUSE0,0
97,365,E097,FUSE0,0
98,365,E098,FUSE0,0
99,365,E099,FUSE0,0
100,365,E100,FUSE0,0
101,365,E101,FUSE0,0
102,365,E102,FUSE0,0
103,365,E103,FUSE0,0
104,365,E104,FUSE0,0
105,365,E105,FUSE0,0
106,365,E106,FUSE1,0
107,365,E107,FUSE1,0
108,365,E108,FUSE1,0
109,365,E109,FUSE1,0
110,365,E110,FUSE1,0
111,365,E111,FUSE1,0
112,365,E112,FUSE1,0
113,365,E113,FUSE1,0
114,365,E114,FUSE1,0
115,365,E115,FUSE1,0
116,365,E116,FUSE1,0
117,365,E117,FUSE1,0
118,365,E118,FUSE2,0
119,365,E119,FUSE2,0
120,365,E120,FUSE2,0
121,365,E121,FUSE2,0
122,365,E122,FUSE2,0
123,365,E123,FUSE2,0
124,365,E124,FUSE2,0
125,365,E125,FUSE2,0
126,365,E126,FUSE2,0
127,365,E127,FUSE2,0
128,365,E128,FUSE2,0
129,363,E129,FUSE0,0
130,363,E130,FUSE0,0
131,363,E131,FUSE0,0
132,363,E132,FUSE0,0
133,363,E133,FUSE0,0
134,363,E134,FUSE0,0
135,363,E135,FUSE0,0
136,363,E136,FUSE0,0
137,363,E137,FUSE0,0
138,363,E138,FUSE0,0
139,363,E139,FUSE0,0
140,363,E140,FUSE1,0
141,363,E141,FUSE1,0
142,363,E142,FUSE1,0
143,363,E143,FUSE1,0
144,363,E144,FUSE1,0
145,363,E145,FUSE1,0
146,363,E146,FUSE1,0
147,363,E147,FUSE1,0
148,363,E148,FUSE1,0
149,363,E149,FUSE1,0
150,363,E150,FUSE2,0
151,363,E151,FUSE2,0
152,363,E152,FUSE2,0
